Last Christmas,https://www.youtube.com/watch?v=E8gmARGvPlI,0
Krystaller,https://www.youtube.com/watch?v=sbuhQKjaOQs,8
Lille store verden,https://www.youtube.com/watch?v=Ie5PXiyWk0Q,129
Cool jul,https://www.youtube.com/watch?v=EKqIBDHnqHE,7
Muligvisvej,https://www.youtube.com/watch?v=RFcoArS0rSc,8
Ryst dine pebernødder,https://www.youtube.com/watch?v=zQLMlEU_JRo,13
Finally its Christmas again,https://www.youtube.com/watch?v=Q0qYyWd9VJo,6
Santa telle me,https://www.youtube.com/watch?v=nlR0MkrRklg,10
Mistletoe,https://www.youtube.com/watch?v=LUjn3RpkcKY,0
En rigtig drengejul,https://www.youtube.com/watch?v=d6r6waN8rFg&t=81s,15
Souljul,https://www.youtube.com/watch?v=4tHeoDwnsHc,22
My only Wish,https://www.youtube.com/watch?v=_MzumcY3lpk,0
Jingle Bass,https://www.youtube.com/watch?v=KyRgI7Qwia0,0
Julekugler,https://www.youtube.com/watch?v=31qC9HKMwc0,15
Til Julebal i nisseland,https://www.youtube.com/watch?v=VLla7spj2YY,21
Jul i Angora,https://www.youtube.com/watch?v=SFpiOoWFNNg,0
Lokes Rapsody,https://www.youtube.com/watch?v=0PF7yl08pZ0,84
Driving home,https://www.youtube.com/watch?v=DDt3u2Ev1cI,0
Let it snow,https://www.youtube.com/watch?v=Rnil5LyK_B0,0
Hjerternes fest,https://www.youtube.com/watch?v=rnqeYFxcMoE,0
Let love be love,https://www.youtube.com/watch?v=dHnjZw9K0do,0
Bedste julesang ever,https://www.youtube.com/watch?v=bDvCWpWuwhA,15
Nu det Noel,https://www.youtube.com/watch?v=QMD3nZ5vd6g,25
Juleunz,https://www.youtube.com/watch?v=f_QKB-Lo7lg,13
